LCID	Locale	Mon Jan	Tue Feb	Wed Mar	Thu Apr	Fri May	Sat Jun	Sun Jul	Mon Aug	Tue Sep	Wed Oct	Thu Nov	Fri Dec
0xC1A	sr-Cyrl_CS	понедељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	среда,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недеља,нед,јул,јул,ј	понедељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	среда,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0xC3B	se-FI	vuossárga,vuos,ođđajagemánnu,ođđj,o	maŋŋebárga,maŋ,guovvamánnu,guov,g	gaskavahkku,gask,njukčamánnu,njuk,n	duorastat,duor,cuoŋománnu,cuo,c	bearjadat,bear,miessemánnu,mies,m	lávvardat,láv,geassemánnu,geas,g	sotnabeaivi,sotn,suoidnemánnu,suoi,s	vuossárga,vuos,borgemánnu,borg,b	maŋŋebárga,maŋ,čakčamánnu,čakč,č	gaskavahkku,gask,golggotmánnu,golg,g	duorastat,duor,skábmamánnu,skáb,s	bearjadat,bear,juovlamánnu,juov,j
0x13000C50	mn-Mong_MN	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0xC51	dz-BT	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0xC6B	quz-PE	killachaw,kil,Qulla puquy,Qul,Q	atipachaw,ati,Hatun puquy,Hat,H	quyllurchaw,quy,Pauqar waray,Pau,P	Ch' askachaw,Ch',ayriwa,ayr,a	Illapachaw,Ill,Aymuray,Aym,A	k'uychichaw,k'u,Inti raymi,Int,I	intichaw,int,Anta Sitwa,Ant,A	killachaw,kil,Qhapaq Sitwa,Qha,Q	atipachaw,ati,Uma raymi,Uma,U	quyllurchaw,quy,Kantaray,Kan,K	Ch' askachaw,Ch',Ayamarq'a,Aya,A	Illapachaw,Ill,Kapaq Raymi,Kap,K
0x1001	ar-LY	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x18001004	zh-SG	星期一,周一,一月,一月,一	星期二,周二,二月,二月,二	星期三,周三,三月,三月,三	星期四,周四,四月,四月,四	星期五,周五,五月,五月,五	星期六,周六,六月,六月,六	星期日,周日,七月,七月,七	星期一,周一,八月,八月,八	星期二,周二,九月,九月,九	星期三,周三,十月,十月,十	星期四,周四,十一月,十一月,十	星期五,周五,十二月,十二月,十
0x1007	de-LU	Montag,Mo,Januar,Jan,J	Dienstag,Di,Februar,Feb,F	Mittwoch,Mi,März,Mrz,M	Donnerstag,Do,April,Apr,A	Freitag,Fr,Mai,Mai,M	Samstag,Sa,Juni,Jun,J	Sonntag,So,Juli,Jul,J	Montag,Mo,August,Aug,A	Dienstag,Di,September,Sep,S	Mittwoch,Mi,Oktober,Okt,O	Donnerstag,Do,November,Nov,N	Freitag,Fr,Dezember,Dez,D
0x1009	en-CA	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x100A	es-GT	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x100C	fr-CH	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x101A	hr-BA	ponedjeljak,pon,siječanj,sij,s	utorak,uto,veljača,vlj,v	srijeda,sri,ožujak,ožu,o	četvrtak,čet,travanj,tra,t	petak,pet,svibanj,svi,s	subota,sub,lipanj,lip,l	nedjelja,ned,srpanj,srp,s	ponedjeljak,pon,kolovoz,kol,k	utorak,uto,rujan,ruj,r	srijeda,sri,listopad,lis,l	četvrtak,čet,studeni,stu,s	petak,pet,prosinac,pro,p
0x103B	smj-NO	mánnodahka,mán,ådåjakmánno,ådåj,å	dijstahka,dis,guovvamánno,guov,g	gasskavahkko,gas,sjnjuktjamánno,snju,s	duorastahka,duor,vuoratjismánno,vuor,v	bierjjedahka,bier,moarmesmánno,moar,m	lávvodahka,láv,biehtsemánno,bieh,b	sådnåbiejvve,såd,sjnjilltjamánno,snji,s	mánnodahka,mán,bårggemánno,bårg,b	dijstahka,dis,ragátmánno,ragá,r	gasskavahkko,gas,gålgådismánno,gålg,g	duorastahka,duor,basádismánno,basá,b	bierjjedahka,bier,javllamánno,javl,j
0x105F	tzm-Tfng_MA	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x1401	ar-DZ	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x18001404	zh-MO	星期一,週一,一月,一月,一	星期二,週二,二月,二月,二	星期三,週三,三月,三月,三	星期四,週四,四月,四月,四	星期五,週五,五月,五月,五	星期六,週六,六月,六月,六	星期日,週日,七月,七月,七	星期一,週一,八月,八月,八	星期二,週二,九月,九月,九	星期三,週三,十月,十月,十	星期四,週四,十一月,十一月,十	星期五,週五,十二月,十二月,十
0x1407	de-LI	Montag,Mo,Januar,Jan,J	Dienstag,Di,Februar,Feb,F	Mittwoch,Mi,März,Mrz,M	Donnerstag,Do,April,Apr,A	Freitag,Fr,Mai,Mai,M	Samstag,Sa,Juni,Jun,J	Sonntag,So,Juli,Jul,J	Montag,Mo,August,Aug,A	Dienstag,Di,September,Sep,S	Mittwoch,Mi,Oktober,Okt,O	Donnerstag,Do,November,Nov,N	Freitag,Fr,Dezember,Dez,D
0x1409	en-NZ	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x140A	es-CR	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x140C	fr-LU	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x141A	bs-Latn_BA	ponedjeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	srijeda,sri,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,juni,jun,j	nedjelja,ned,juli,jul,j	ponedjeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	srijeda,sri,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x143B	smj-SE	mánnodahka,mán,ådåjakmánno,ådåj,å	dijstahka,dis,guovvamánno,guov,g	gasskavahkko,gas,sjnjuktjamánno,snju,s	duorastahka,duor,vuoratjismánno,vuor,v	bierjjedahka,bier,moarmesmánno,moar,m	lávvodahka,láv,biehtsemánno,bieh,b	ájllek,ájl,sjnjilltjamánno,snji,s	mánnodahka,mán,bårggemánno,bårg,b	dijstahka,dis,ragátmánno,ragá,r	gasskavahkko,gas,gålgådismánno,gålg,g	duorastahka,duor,basádismánno,basá,b	bierjjedahka,bier,javllamánno,javl,j
0x1801	ar-MA	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x1809	en-IE	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x180A	es-PA	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x180C	fr-MC	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x181A	sr-Latn_BA	ponedeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	sreda,sre,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,jun,jun,j	nedelja,ned,jul,jul,j	ponedeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	sreda,sre,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x183B	sma-NO	måanta,måa,tsïengele,tsïen,t	dæjsta,dæj,goevte,goevt,g	gaskevåhkoe,gask,njoktje,njok,n	duarsta,duar,voerhtje,voer,v	bearjadahke,bearj,suehpede,sueh,s	laavvardahke,laav,ruffie,ruff,r	aejlege,aej,snjaltje,snja,s	måanta,måa,mïetske,mïet,m	dæjsta,dæj,skïerede,skïer,s	gaskevåhkoe,gask,golke,golk,g	duarsta,duar,rahka,rahk,r	bearjadahke,bearj,goeve,goev,g
0x1C01	ar-TN	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x1C09	en-ZA	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x1C0A	es-DO	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x1C1A	sr-Cyrl_BA	понедељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	среда,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недеља,нед,јул,јул,ј	понедељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	среда,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0x1C3B	sma-SE	måanta,måa,tsïengele,tsïen,t	dæjsta,dæj,goevte,goevt,g	gaskevåhkoe,gask,njoktje,njok,n	duarsta,duar,voerhtje,voer,v	bearjadahke,bearj,suehpede,sueh,s	laavvardahke,laav,ruffie,ruff,r	aejlege,aej,snjaltje,snja,s	måanta,måa,mïetske,mïet,m	dæjsta,dæj,skïerede,skïer,s	gaskevåhkoe,gask,golke,golk,g	duarsta,duar,rahka,rahk,r	bearjadahke,bearj,goeve,goev,g
0x2001	ar-OM	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x2009	en-JM	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x200A	es-VE	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x200C	fr-RE	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x201A	bs-Cyrl_BA	понедјељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	сриједа,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недјеља,нед,јул,јул,ј	понедјељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	сриједа,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0x203B	sms-FI	vuõssargg,vu,ođđee´jjmään,ođjm,o	mââibargg,mâ,tä´lvvmään,tä´lvv,t	seärad,se,pâ´zzlâšttammään,pâzl,p	nelljdpei´vv,ne,njuhččmään,njuh,n	piâtnâc,pi,vue´ssmään,vue,v	sue´vet,su,ǩie´ssmään,ǩie,ǩ	pâ´sspei´vv,pâ,suei´nnmään,suei,s	vuõssargg,vu,på´rǧǧmään,på´r,p	mââibargg,mâ,čõhččmään,čõh,č	seärad,se,kålggmään,kålg,k	nelljdpei´vv,ne,skamm´mään,ska,s	piâtnâc,pi,rosttovmään,rost,r
0x2401	ar-YE	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x2409	en-029	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x240A	es-CO	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x240C	fr-CD	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x241A	sr-Latn_RS	ponedeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	sreda,sre,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,jun,jun,j	nedelja,ned,jul,jul,j	ponedeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	sreda,sre,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x243B	smn-FI	vuossargâ,vu,uđđâivemáánu,uđiv,u	majebargâ,ma,kuovâmáánu,kuov,k	koskokko,ko,njuhčâmáánu,njuh,n	tuorâstâh,tu,cuáŋuimáánu,cuoŋ,c	vástuppeivi,vá,vyesimáánu,vyes,v	lávárdâh,lá,kesimáánu,kesi,k	pasepeivi,pa,syeinimáánu,syei,s	vuossargâ,vu,porgemáánu,porg,p	majebargâ,ma,čohčâmáánu,čoh,č	koskokko,ko,roovvâdmáánu,roov,r	tuorâstâh,tu,skammâmáánu,ska,s	vástuppeivi,vá,juovlâmáánu,juov,j
0x2801	ar-SY	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x2809	en-BZ	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x280A	es-PE	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x280C	fr-SN	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x281A	sr-Cyrl_RS	понедељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	среда,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недеља,нед,јул,јул,ј	понедељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	среда,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0x2C01	ar-JO	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x2C09	en-TT	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x2C0A	es-AR	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x2C0C	fr-CM	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x2C1A	sr-Latn_ME	ponedeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	sreda,sre,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,jun,jun,j	nedelja,ned,jul,jul,j	ponedeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	sreda,sre,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x3001	ar-LB	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x3009	en-ZW	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x300A	es-EC	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x300C	fr-CI	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x301A	sr-Cyrl_ME	понедељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	среда,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недеља,нед,јул,јул,ј	понедељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	среда,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0x3401	ar-KW	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x3409	en-PH	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
