LCID	Locale	Mon Jan	Tue Feb	Wed Mar	Thu Apr	Fri May	Sat Jun	Sun Jul	Mon Aug	Tue Sep	Wed Oct	Thu Nov	Fri Dec
0x3A	mt	It-Tnejn,Tne,Jannar,Jan,J	It-Tlieta,Tli,Frar,Fra,F	L-Erbgħa,Erb,Marzu,Mar,M	Il-Ħamis,Ħam,April,Apr,A	Il-Ġimgħa,Ġim,Mejju,Mej,M	Is-Sibt,Sib,Ġunju,Ġun,Ġ	Il-Ħadd,Ħad,Lulju,Lul,L	It-Tnejn,Tne,Awissu,Awi,A	It-Tlieta,Tli,Settembru,Set,S	L-Erbgħa,Erb,Ottubru,Ott,O	Il-Ħamis,Ħam,Novembru,Nov,N	Il-Ġimgħa,Ġim,Diċembru,Diċ,D
0x3B	se	vuossárga,vuos,ođđajagemánnu,ođđj,o	maŋŋebárga,maŋ,guovvamánnu,guov,g	gaskavahkku,gask,njukčamánnu,njuk,n	duorastat,duor,cuoŋománnu,cuo,c	bearjadat,bear,miessemánnu,mies,m	lávvardat,láv,geassemánnu,geas,g	sotnabeaivi,sotn,suoidnemánnu,suoi,s	vuossárga,vuos,borgemánnu,borg,b	maŋŋebárga,maŋ,čakčamánnu,čakč,č	gaskavahkku,gask,golggotmánnu,golg,g	duorastat,duor,skábmamánnu,skáb,s	bearjadat,bear,juovlamánnu,juov,j
0x3C	ga	Dé Luain,Luan,Eanáir,Ean,E	Dé Máirt,Máir,Feabhra,Feabh,F	Dé Céadaoin,Céad,Márta,Már,M	Déardaoin,Déar,Aibreán,Aib,A	Dé hAoine,Aoi,Bealtaine,Bealt,B	Dé Sathairn,Sath,Meitheamh,Meith,M	Dé Domhnaigh,Domh,Iúil,Iúil,I	Dé Luain,Luan,Lúnasa,Lún,L	Dé Máirt,Máir,Meán Fómhair,M.Fómh,M	Dé Céadaoin,Céad,Deireadh Fómhair,D.Fómh,D	Déardaoin,Déar,Samhain,Samh,S	Dé hAoine,Aoi,Nollaig,Noll,N
0x3E	ms	Isnin,Isnin,Januari,Jan,J	Selasa,Sel,Februari,Feb,F	Rabu,Rabu,Mac,Mac,M	Khamis,Khamis,April,Apr,A	Jumaat,Jumaat,Mei,Mei,M	Sabtu,Sabtu,Jun,Jun,J	Ahad,Ahad,Julai,Jul,J	Isnin,Isnin,Ogos,Ogos,O	Selasa,Sel,September,Sept,S	Rabu,Rabu,Oktober,Okt,O	Khamis,Khamis,November,Nov,N	Jumaat,Jumaat,Disember,Dis,D
0x3F	kk	Дүйсенбі,Дс,қаңтар,Қаң,қ	Сейсенбі,Сс,ақпан,Ақп,а	Сәрсенбі,Ср,наурыз,Нау,н	Бейсенбі,Бс,сәуір,Сәу,с	Жұма,Жм,мамыр,Мам,м	Сенбі,Сн,маусым,Мау,м	Жексенбі,Жк,шілде,Шіл,ш	Дүйсенбі,Дс,тамыз,Там,т	Сейсенбі,Сс,қыркүйек,Қыр,қ	Сәрсенбі,Ср,қазан,Қаз,қ	Бейсенбі,Бс,қараша,Қар,қ	Жұма,Жм,желтоқсан,Жел,ж
0x40	ky	Дүйшөмбү,Дш,Январь,Янв,Я	Шейшемби,Шш,Февраль,Фев,Ф	Шаршемби,Шр,Март,Мар,М	Бейшемби,Бш,Апрель,Апр,А	Жума,Жм,Май,Май,М	Ишемби,Иш,Июнь,Июн,И	Жекшемби,Жш,Июль,Июл,И	Дүйшөмбү,Дш,Август,Авг,А	Шейшемби,Шш,Сентябрь,Сен,С	Шаршемби,Шр,Октябрь,Окт,О	Бейшемби,Бш,Ноябрь,Ноя,Н	Жума,Жм,Декабрь,Дек,Д
0x41	sw	Jumatatu,Jumat.,Januari,Jan,J	Jumanne,Juman.,Februari,Feb,F	Jumatano,Jumat.,Machi,Mac,M	Alhamisi,Alh.,Aprili,Apr,A	Ijumaa,Iju.,Mei,Mei,M	Jumamosi,Jumam.,Juni,Jun,J	Jumapili,Jumap.,Julai,Jul,J	Jumatatu,Jumat.,Agosti,Ago,A	Jumanne,Juman.,Septemba,Sep,S	Jumatano,Jumat.,Oktoba,Okt,O	Alhamisi,Alh.,Novemba,Nov,N	Ijumaa,Iju.,Decemba,Dec,D
0x42	tk	Sişenbe,Sb,Ýanwar,Ýan,Ý	Çarşenbe,Çb,Fewral,Few,F	Penşenbe,Pb,Mart,Mart,M	Anna,An,Aprel,Apr,A	Şenbe,Şb,Maý,Maý,M	Ýekşenbe,Ýb,lýun,lýun,l	Duşenbe,Db,lýul,lýul,l	Sişenbe,Sb,Awgust,Awg,A	Çarşenbe,Çb,Sentýabr,Sen,S	Penşenbe,Pb,Oktýabr,Okt,O	Anna,An,Noýabr,Not,N	Şenbe,Şb,Dekabr,Dek,D
0x43	uz	dushanba,dsh.,yanvar,yanvar,y	seshanba,sesh.,fevral,fevral,f	chorshanba,chr.,mart,mart,m	payshanba,psh.,aprel,aprel,a	juma,jm.,may,may,m	shanba,sh.,iyun,iyun,i	yakshanba,yak.,iyul,iyul,i	dushanba,dsh.,avgust,avgust,a	seshanba,sesh.,sentyabr,sentyabr,s	chorshanba,chr.,oktyabr,oktyabr,o	payshanba,psh.,noyabr,noyabr,n	juma,jm.,dekabr,dekabr,d
0x44	tt	Дүшәмбе,Дүш,Гыйнвар,Гыйн.,Г	Сишәмбе,Сиш,Февраль,Фев.,Ф	Чәршәмбе,Чәрш,Март,Мар.,М	Пәнҗешәмбе,Пәнҗ,Апрель,Апр.,А	Җомга,Җом,Май,Май,М	Шимбә,Шим,Июнь,Июнь,И	Якшәмбе,Якш,Июль,Июль,И	Дүшәмбе,Дүш,Август,Авг.,А	Сишәмбе,Сиш,Сентябрь,Сен.,С	Чәршәмбе,Чәрш,Октябрь,Окт.,О	Пәнҗешәмбе,Пәнҗ,Ноябрь,Нояб.,Н	Җомга,Җом,Декабрь,Дек.,Д
0x5000045	bn	সোমবার,সোম.,জানুয়ারী,জানু.,জ	মঙ্গলবার,মঙ্গল.,ফেব্রুয়ারী,ফেব্রু.,ফ	বুধবার,বুধ.,মার্চ,মার্চ,ম	বৃহস্পতিবার,বৃহস্পতি.,এপ্রিল,এপ্রিল,এ	শুক্রবার,শুক্র.,মে,মে,ম	শনিবার,শনি.,জুন,জুন,জ	রবিবার,রবি.,জুলাই,জুলাই,জ	সোমবার,সোম.,আগস্ট,আগ.,আ	মঙ্গলবার,মঙ্গল.,সেপ্টেম্বর,সেপ্টে.,স	বুধবার,বুধ.,অক্টোবর,অক্টো.,অ	বৃহস্পতিবার,বৃহস্পতি.,নভেম্বর,নভে.,ন	শুক্রবার,শুক্র.,ডিসেম্বর,ডিসে.,ড
0x46	pa	ਸੋਮਵਾਰ,ਸੋਮ.,ਜਨਵਰੀ,ਜਨਵਰੀ,ਜ	ਮੰਗਲਵਾਰ,ਮੰਗਲ.,ਫ਼ਰਵਰੀ,ਫ਼ਰਵਰੀ,ਫ਼	ਬੁੱਧਵਾਰ,ਬੁੱਧ.,ਮਾਰਚ,ਮਾਰਚ,ਮ	ਵੀਰਵਾਰ,ਵੀਰ.,ਅਪ੍ਰੈਲ,ਅਪ੍ਰੈਲ,ਅ	ਸ਼ੁੱਕਰਵਾਰ,ਸ਼ੁਕਰ.,ਮਈ,ਮਈ,ਮ	ਸ਼ਨਿੱਚਰਵਾਰ,ਸ਼ਨਿੱਚਰ.,ਜੂਨ,ਜੂਨ,ਜ	ਐਤਵਾਰ,ਐਤ.,ਜੁਲਾਈ,ਜੁਲਾਈ,ਜ	ਸੋਮਵਾਰ,ਸੋਮ.,ਅਗਸਤ,ਅਗਸਤ,ਅ	ਮੰਗਲਵਾਰ,ਮੰਗਲ.,ਸਤੰਬਰ,ਸਤੰਬਰ,ਸ	ਬੁੱਧਵਾਰ,ਬੁੱਧ.,ਅਕਤੂਬਰ,ਅਕਤੂਬਰ,ਅ	ਵੀਰਵਾਰ,ਵੀਰ.,ਨਵੰਬਰ,ਨਵੰਬਰ,ਨ	ਸ਼ੁੱਕਰਵਾਰ,ਸ਼ੁਕਰ.,ਦਸੰਬਰ,ਦਸੰਬਰ,ਦ
0x7000047	gu	સોમવાર,સોમ,જાન્યુઆરી,જાન્યુ,જ	મંગળવાર,મંગળ,ફેબ્રુઆરી,ફેબ્રુ,ફ	બુધવાર,બુધ,માર્ચ,માર્ચ,મ	ગુરુવાર,ગુરુ,એપ્રિલ,એપ્રિલ,એ	શુક્રવાર,શુક્ર,મે,મે,મ	શનિવાર,શનિ,જૂન,જૂન,જ	રવિવાર,રવિ,જુલાઈ,જુલાઈ,જ	સોમવાર,સોમ,ઑગસ્ટ,ઑગસ્ટ,ઑ	મંગળવાર,મંગળ,સપ્ટેમ્બર,સપ્ટે,સ	બુધવાર,બુધ,ઑક્ટ્બર,ઑક્ટો,ઑ	ગુરુવાર,ગુરુ,નવેમ્બર,નવે,ન	શુક્રવાર,શુક્ર,ડિસેમ્બર,ડિસે,ડ
0x8000048	or	ସୋମବାର,ସୋମ.,ଜାନୁୟାରୀ,ଜାନୁୟାରୀ,ଜ	ମଙ୍ଗଳବାର,ମଙ୍ଗଳ.,ଫ୍ରେବୃୟାରୀ,ଫ୍ରେବୃୟାରୀ,ଫ	ବୁଧବାର,ବୁଧ.,ମାର୍ଚ୍ଚ,ମାର୍ଚ୍ଚ,ମ	ଗୁରୁବାର,ଗୁରୁ.,ଏପ୍ରିଲ୍‌,ଏପ୍ରିଲ୍‌,ଏ	ଶୁକ୍ରବାର,ଶୁକ୍ର.,ମେ,ମେ,ମ	ଶନିବାର,ଶନି.,ଜୁନ୍‌,ଜୁନ୍‌,ଜ	ରବିବାର,ରବି.,ଜୁଲାଇ,ଜୁଲାଇ,ଜ	ସୋମବାର,ସୋମ.,ଅଗଷ୍ଟ,ଅଗଷ୍ଟ,ଅ	ମଙ୍ଗଳବାର,ମଙ୍ଗଳ.,ସେପ୍ଟେମ୍ବର,ସେପ୍ଟେମ୍ବର,ସ	ବୁଧବାର,ବୁଧ.,ଅକ୍ଟୋବର,ଅକ୍ଟୋବର,ଅ	ଗୁରୁବାର,ଗୁରୁ.,ନଭେମ୍ବର,ନଭେମ୍ବର,ନ	ଶୁକ୍ରବାର,ଶୁକ୍ର.,(ଡିସେମ୍ବର,(ଡିସେମ୍ବର,(
0x9000049	ta	திங்கள்கிழமை,திங்கள்,ஜனவரி,ஜனவரி,ஜ	செவ்வாய்கிழமை,செவ்வாய்,பிப்ரவரி,பிப்ரவரி,ப	புதன்கிழமை,புதன்,மார்ச்,மார்ச்,ம	வியாழக்கிழமை,வியாழன்,ஏப்ரல்,ஏப்ரல்,ஏ	வெள்ளிக்கிழமை,வெள்ளி,மே,மே,ம	சனிக்கிழமை,சனி,ஜூன்,ஜூன்,ஜ	ஞாயிற்றுக்கிழமை,ஞாயிறு,ஜூலை,ஜூலை,ஜ	திங்கள்கிழமை,திங்கள்,ஆகஸ்ட்,ஆகஸ்ட்,ஆ	செவ்வாய்கிழமை,செவ்வாய்,செப்டம்பர்,செப்டம்பர்,ச	புதன்கிழமை,புதன்,அக்டோபர்,அக்டோபர்,அ	வியாழக்கிழமை,வியாழன்,நவம்பர்,நவம்பர்,ந	வெள்ளிக்கிழமை,வெள்ளி,டிசம்பர்,டிசம்பர்,ட
0xA00004A	te	సోమవారం,సోమ.,జనవరి,జనవరి,జ	మంగళవారం,మంగళ.,ఫిబ్రవరి,ఫిబ్రవరి,ఫ	బుధవారం,బుధ.,మార్చి,మార్చి,మ	గురువారం,గురు.,ఏప్రిల్,ఏప్రిల్,ఏ	శుక్రవారం,శుక్ర.,మే,మే,మ	శనివారం,శని.,జూన్,జూన్,జ	ఆదివారం,ఆది.,జూలై,జూలై,జ	సోమవారం,సోమ.,ఆగస్టు,ఆగస్టు,ఆ	మంగళవారం,మంగళ.,సెప్టెంబర్,సెప్టెంబర్,స	బుధవారం,బుధ.,అక్టోబర్,అక్టోబర్,అ	గురువారం,గురు.,నవంబర్,నవంబర్,న	శుక్రవారం,శుక్ర.,డిసెంబర్,డిసెంబర్,డ
0xB00004B	kn	ಸೋಮವಾರ,ಸೋಮ.,ಜನವರಿ,ಜನವರಿ,ಜ	ಮಂಗಳವಾರ,ಮಂಗಳ.,ಫೆಬ್ರವರಿ,ಫೆಬ್ರವರಿ,ಫ	ಬುಧವಾರ,ಬುಧ.,ಮಾರ್ಚ್,ಮಾರ್ಚ್,ಮ	ಗುರುವಾರ,ಗುರು.,ಎಪ್ರಿಲ್,ಎಪ್ರಿಲ್,ಎ	ಶುಕ್ರವಾರ,ಶುಕ್ರ.,ಮೇ,ಮೇ,ಮ	ಶನಿವಾರ,ಶನಿ.,ಜೂನ್,ಜೂನ್,ಜ	ಭಾನುವಾರ,ಭಾನು.,ಜುಲೈ,ಜುಲೈ,ಜ	ಸೋಮವಾರ,ಸೋಮ.,ಆಗಸ್ಟ್,ಆಗಸ್ಟ್,ಆ	ಮಂಗಳವಾರ,ಮಂಗಳ.,ಸೆಪ್ಟಂಬರ್,ಸೆಪ್ಟಂಬರ್,ಸ	ಬುಧವಾರ,ಬುಧ.,ಅಕ್ಟೋಬರ್,ಅಕ್ಟೋಬರ್,ಅ	ಗುರುವಾರ,ಗುರು.,ನವೆಂಬರ್,ನವೆಂಬರ್,ನ	ಶುಕ್ರವಾರ,ಶುಕ್ರ.,ಡಿಸೆಂಬರ್,ಡಿಸೆಂಬರ್,ಡ
0xC00004C	ml	തിങ്കളാഴ്ച,തിങ്കൾ.,ജനുവരി,ജനുവരി,ജ	ചൊവ്വാഴ്ച,ചൊവ്വ.,ഫെബ്റുവരി,ഫെബ്റുവരി,ഫ	ബുധനാഴ്ച,ബുധൻ.,മാറ്ച്ച്,മാറ്ച്ച്,മ	വ്യാഴാഴ്ച,വ്യാഴം.,ഏപ്റില്,ഏപ്റില്,ഏ	വെള്ളിയാഴ്ച,വെള്ളി.,മെയ്,മെയ്,മ	ശനിയാഴ്ച,ശനി.,ജൂണ്,ജൂണ്,ജ	ഞായറാഴ്ച,ഞായർ.,ജൂലൈ,ജൂലൈ,ജ	തിങ്കളാഴ്ച,തിങ്കൾ.,ഓഗസ്ററ്,ഓഗസ്ററ്,ഓ	ചൊവ്വാഴ്ച,ചൊവ്വ.,സെപ്ററംബറ്,സെപ്ററംബറ്,സ	ബുധനാഴ്ച,ബുധൻ.,ഒക്ടോബറ്,ഒക്ടോബറ്,ഒ	വ്യാഴാഴ്ച,വ്യാഴം.,നവംബറ്,നവംബറ്,ന	വെള്ളിയാഴ്ച,വെള്ളി.,ഡിസംബറ്,ഡിസംബറ്,ഡ
0x4D	as	মঙ্গলবাৰ,মঙ্গল.,জানুৱাৰী,জানু,জ	বুধবাৰ,বুধ.,ফেব্রুৱাৰী,ফেব্রু,ফ	বৃহস্পতিবাৰ,বৃহ.,মার্চ,মার্চ,ম	শুক্রবাৰ,শুক্র.,এপ্রিল,এপ্রিল,এ	শনিবাৰ,শনি.,মে,মে,ম	ৰবিবাৰ,ৰবি.,জুন,জুন,জ	সোমবাৰ,সোম.,জুলাই,জুলাই,জ	মঙ্গলবাৰ,মঙ্গল.,আগষ্ট,আগষ্ট,আ	বুধবাৰ,বুধ.,চেপ্টেম্বর,চেপ্টে,চ	বৃহস্পতিবাৰ,বৃহ.,অক্টোবর,অক্টো,অ	শুক্রবাৰ,শুক্র.,নবেম্বর,নবে,ন	শনিবাৰ,শনি.,ডিচেম্বর,ডিচে,ড
0x4E	mr	सोमवार,सोम.,जानेवारी,जाने.,ज	मंगळवार,मंगळ.,फेब्रुवारी,फेब्रु.,फ	बुधवार,बुध.,मार्च,मार्च,म	गुरुवार,गुरु.,एप्रिल,एप्रिल,ए	शुक्रवार,शुक्र.,मे,मे,म	शनिवार,शनि.,जून,जून,ज	रविवार,रवि.,जुलै,जुलै,ज	सोमवार,सोम.,ऑगस्ट,ऑगस्ट,ऑ	मंगळवार,मंगळ.,सप्टेंबर,सप्टें.,स	बुधवार,बुध.,ऑक्टोबर,ऑक्टो.,ऑ	गुरुवार,गुरु.,नोव्हेंबर,नोव्हें.,न	शुक्रवार,शुक्र.,डिसेंबर,डिसें.,ड
0x400004F	sa	सोमवासरः,सोमवासरः,जनवरी,जनवरी,ज	मङ्गलवासरः,मङ्गलवासरः,फरवरी,फरवरी,फ	बुधवासरः,बुधवासरः,मार्च,मार्च,म	गुरुवासरः,गुरुवासरः,अप्रैल,अप्रैल,अ	शुक्रवासरः,शुक्रवासरः,मई,मई,म	शनिवासरः,शनिवासरः,जून,जून,ज	रविवासरः,रविवासरः,जुलाई,जुलाई,ज	सोमवासरः,सोमवासरः,अगस्त,अगस्त,अ	मङ्गलवासरः,मङ्गलवासरः,सितम्बर,सितम्बर,स	बुधवासरः,बुधवासरः,अक्तूबर,अक्तूबर,अ	गुरुवासरः,गुरुवासरः,नवम्बर,नवम्बर,न	शुक्रवासरः,शुक्रवासरः,दिसम्बर,दिसम्बर,द
0x13000050	mn	Даваа,Да,1 дүгээр сар,I,1	Мягмар,Мя,2 дугаар сар,II,2	Лхагва,Лх,3 дугаар сар,III,3	Пүрэв,Пү,4 дүгээр сар,IV,4	Баасан,Ба,5 дугаар сар,V,5	Бямба,Бя,6 дугаар сар,VI,6	Ням,Ня,7 дугаар сар,VII,7	Даваа,Да,8 дугаар сар,VIII,8	Мягмар,Мя,9 дүгээр сар,IX,9	Лхагва,Лх,10 дугаар сар,X,1	Пүрэв,Пү,11 дүгээр сар,XI,1	Баасан,Ба,12 дугаар сар,XII,1
0xF000051	bo	གཟའ་ཟླ་བ།,ཟླ་བ།,སྤྱི་ཟླ་དང་པོ།,ཟླ་ ༡,ས	གཟའ་མིག་དམར།,མིག་དམར།,སྤྱི་ཟླ་གཉིས་པ།,ཟླ་ ༢,ས	གཟའ་ལྷག་པ།,ལྷག་པ།,སྤྱི་ཟླ་གསུམ་པ།,ཟླ་ ༣,ས	གཟའ་ཕུར་བུ།,ཕུར་བུ།,སྤྱི་ཟླ་བཞི་པ།,ཟླ་ ༤,ས	གཟའ་པ་སངས།,པ་སངས།,སྤྱི་ཟླ་ལྔ་པ།,ཟླ་ ༥,ས	གཟའ་སྤེན་པ།,སྤེན་པ།,སྤྱི་ཟླ་དྲུག་པ།,ཟླ་ ༦,ས	གཟའ་ཉི་མ།,ཉི་མ།,སྤྱི་ཟླ་བདུན་པ།,ཟླ་ ༧,ས	གཟའ་ཟླ་བ།,ཟླ་བ།,སྤྱི་ཟླ་བརྒྱད་པ།,ཟླ་ ༨,ས	གཟའ་མིག་དམར།,མིག་དམར།,སྤྱི་ཟླ་དགུ་པ།,ཟླ་ ༩,ས	གཟའ་ལྷག་པ།,ལྷག་པ།,སྤྱི་ཟླ་བཅུ་པོ།,ཟླ་ ༡༠,ས	གཟའ་ཕུར་བུ།,ཕུར་བུ།,སྤྱི་ཟླ་བཅུ་གཅིག་པ།,ཟླ་ ༡༡,ས	གཟའ་པ་སངས།,པ་སངས།,སྤྱི་ཟླ་བཅུ་གཉིས་པ།,ཟླ་ ༡༢,ས
0x52	cy	Dydd Llun,Llun,Ionawr,Ion,I	Dydd Mawrth,Maw,Chwefror,Chwe,C	Dydd Mercher,Mer,Mawrth,Maw,M	Dydd Iau,Iau,Ebrill,Ebr,E	Dydd Gwener,Gwe,Mai,Mai,M	Dydd Sadwrn,Sad,Mehefin,Meh,M	Dydd Sul,Sul,Gorffennaf,Gor,G	Dydd Llun,Llun,Awst,Aws,A	Dydd Mawrth,Maw,Medi,Med,M	Dydd Mercher,Mer,Hydref,Hyd,H	Dydd Iau,Iau,Tachwedd,Tach,T	Dydd Gwener,Gwe,Rhagfyr,Rhag,R
0x12000053	km	ថ្ងៃច័ន្ទ,ច.,មករា,១,ម	ថ្ងៃអង្គារ,អ.,កុម្ភៈ,២,ក	ថ្ងៃពុធ,ពុ,មិនា,៣,ម	ថ្ងៃព្រហស្បតិ៍,ព្រហ.,មេសា,៤,ម	ថ្ងៃសុក្រ,សុ.,ឧសភា,៥,ឧ	ថ្ងៃសៅរ៍,ស.,មិថុនា,៦,ម	ថ្ងៃអាទិត្យ,អាទិ.,កក្កដា,៧,ក	ថ្ងៃច័ន្ទ,ច.,សីហា,៨,ស	ថ្ងៃអង្គារ,អ.,កញ្ញា,៩,ក	ថ្ងៃពុធ,ពុ,តុលា,១០,ត	ថ្ងៃព្រហស្បតិ៍,ព្រហ.,វិច្ឆិកា,១១,វ	ថ្ងៃសុក្រ,សុ.,ធ្នូ,១២,ធ
0xE000054	lo	ວັນຈັນ,ຈັນ,ມັງກອນ,ມັງກອນ,ມ	ວັນອັງຄານ,ອັງຄານ,ກຸມພາ,ກຸມພາ,ກ	ວັນພຸດ,ພຸດ,ມີນາ,ມີນາ,ມ	ວັນພະຫັດ,ພະຫັດ,ເມສາ,ເມສາ,ເ	ວັນສຸກ,ສຸກ,ພຶດສະພາ,ພຶດສະພາ,ພ	ວັນເສົາ,ເສົາ,ມິຖຸນາ,ມິຖຸນາ,ມ	ວັນອາທິດ,ອາທິດ,ກໍລະກົດ,ກໍລະກົດ,ກ	ວັນຈັນ,ຈັນ,ສິງຫາ,ສິງຫາ,ສ	ວັນອັງຄານ,ອັງຄານ,ກັນຍາ,ກັນຍາ,ກ	ວັນພຸດ,ພຸດ,ຕຸລາ,ຕຸລາ,ຕ	ວັນພະຫັດ,ພະຫັດ,ພະຈິກ,ພະຈິກ,ພ	ວັນສຸກ,ສຸກ,ທັນວາ,ທັນວາ,ທ
0x10000055	my	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x56	gl	luns,luns,xaneiro,xan,x	martes,mar,febreiro,feb,f	mércores,mér,marzo,mar,m	xoves,xov,abril,abr,a	venres,ven,maio,maio,m	sábado,sáb,xuño,xuñ,x	domingo,dom,xullo,xull,x	luns,luns,agosto,ago,a	martes,mar,setembro,set,s	mércores,mér,outubro,out,o	xoves,xov,novembro,nov,n	venres,ven,decembro,dec,d
0x57	kok	सोमार,सोम.,जानेवारी,जानेवारी,ज	मंगळार,मंगळ.,फेब्रुवारी,फेब्रुवारी,फ	बुधवार,बुध.,मार्च,मार्च,म	बिरेस्तार,बिरे.,एप्रिल,एप्रिल,ए	सुक्रार,सुक्र.,मे,मे,म	शेनवार,शेन.,जून,जून,ज	आयतार,आय.,जुलै,जुलै,ज	सोमार,सोम.,ऑगस्ट,ऑगस्ट,ऑ	मंगळार,मंगळ.,सप्टेंबर,सप्टेंबर,स	बुधवार,बुध.,ऑक्टोबर,ऑक्टोबर,ऑ	बिरेस्तार,बिरे.,नोवेम्बर,नोवेम्बर,न	सुक्रार,सुक्र.,डिसेंबर,डिसेंबर,ड
0x59	sd	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x5A	syr	ܬܪܝܢ ܒܫܒܐ,܏ܒ ܏ܒܫ,ܟܢܘܢ ܐܚܪܝ,܏ܟܢ ܏ܒ,ܟ	ܬܠܬܐ ܒܫܒܐ,܏ܓ ܏ܒܫ,ܫܒܛ,ܫܒܛ,ܫ	ܐܪܒܥܐ ܒܫܒܐ,܏ܕ ܏ܒܫ,ܐܕܪ,ܐܕܪ,ܐ	ܚܡܫܐ ܒܫܒܐ,܏ܗ ܏ܒܫ,ܢܝܣܢ,ܢܝܣܢ,ܢ	ܥܪܘܒܬܐ,܏ܥܪܘܒ,ܐܝܪ,ܐܝܪ,ܐ	ܫܒܬܐ,܏ܫܒ,ܚܙܝܪܢ,ܚܙܝܪܢ,ܚ	ܚܕ ܒܫܒܐ,܏ܐ ܏ܒܫ,ܬܡܘܙ,ܬܡܘܙ,ܬ	ܬܪܝܢ ܒܫܒܐ,܏ܒ ܏ܒܫ,ܐܒ,ܐܒ,ܐ	ܬܠܬܐ ܒܫܒܐ,܏ܓ ܏ܒܫ,ܐܝܠܘܠ,ܐܝܠܘܠ,ܐ	ܐܪܒܥܐ ܒܫܒܐ,܏ܕ ܏ܒܫ,ܬܫܪܝ ܩܕܝܡ,܏ܬܫ ܏ܐ,ܬ	ܚܡܫܐ ܒܫܒܐ,܏ܗ ܏ܒܫ,ܬܫܪܝ ܐܚܪܝ,܏ܬܫ ܏ܒ,ܬ	ܥܪܘܒܬܐ,܏ܥܪܘܒ,ܟܢܘܢ ܩܕܝܡ,܏ܟܢ ܏ܐ,ܟ
0x5B	si	සඳුදා,සඳුදා,ජනවාරි,ජන.,ජ	අඟහරුවාදා,කුජදා,පෙබරවාරි,පෙබ.,ප	බදාදා,බුදදා,මාර්තු,මාර්තු.,ම	බ්‍රහස්පතින්දා,ගුරුදා,අ‌ප්‍රේල්,අප්‍රේල්.,අ	සිකුරාදා,කිවිදා,මැයි,මැයි.,ම	සෙනසුරාදා,ශනිදා,ජූනි,ජූනි.,ජ	ඉරිදා,ඉරිදා,ජූලි,ජූලි.,ජ	සඳුදා,සඳුදා,අ‌ගෝස්තු,අගෝ.,අ	අඟහරුවාදා,කුජදා,සැප්තැම්බර්,සැප්.,ස	බදාදා,බුදදා,ඔක්තෝබර්,ඔක්.,ඔ	බ්‍රහස්පතින්දා,ගුරුදා,නොවැම්බර්,නොවැ.,න	සිකුරාදා,කිවිදා,දෙසැම්බර්,දෙසැ.,ද
